trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
648,False,"{'a': 0.6, 'e': 0.9790372}",30,0,-211.1524431067824,"{0: 18, 1: 0, 2: 5, 3: 5, 4: 2}",0
649,False,"{'a': 0.6, 'e': 0.9789724000000001}",20,0,-115.21542777831849,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
650,False,"{'a': 0.6, 'e': 0.9789075}",20,0,-99.58373432002517,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
651,False,"{'a': 0.6, 'e': 0.9788425000000001}",20,0,-93.82800085267677,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
652,False,"{'a': 0.6, 'e': 0.9787774}",30,0,-242.78992407583988,"{0: 17, 1: 1, 2: 6, 3: 2, 4: 4}",0
653,False,"{'a': 0.6, 'e': 0.9787122}",20,0,-103.87967219750448,"{0: 13, 1: 0, 2: 4, 3: 2, 4: 1}",0
654,False,"{'a': 0.6, 'e': 0.9786469}",20,0,-86.35070244766204,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
655,False,"{'a': 0.6, 'e': 0.9785815}",20,0,-42.99487295816444,"{0: 12, 1: 5, 2: 3, 3: 0, 4: 0}",0
656,False,"{'a': 0.6, 'e': 0.9785159999999999}",20,0,-47.8627547774436,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
657,False,"{'a': 0.6, 'e': 0.9784503999999999}",20,0,-81.0266111201032,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
658,False,"{'a': 0.6, 'e': 0.9783847}",30,0,-184.20201833336063,"{0: 16, 1: 4, 2: 6, 3: 2, 4: 2}",0
659,False,"{'a': 0.6, 'e': 0.9783189}",30,0,-142.13305095555242,"{0: 16, 1: 5, 2: 7, 3: 1, 4: 1}",0
660,False,"{'a': 0.6, 'e': 0.978253}",25,0,-87.63115426238522,"{0: 14, 1: 3, 2: 7, 3: 1, 4: 0}",0
661,False,"{'a': 0.6, 'e': 0.978187}",20,0,-129.56176496325702,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
662,False,"{'a': 0.6, 'e': 0.9781209000000001}",25,0,-103.71630713644066,"{0: 16, 1: 5, 2: 2, 3: 0, 4: 2}",0
663,False,"{'a': 0.6, 'e': 0.9780547}",20,0,-66.92476870889311,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
664,False,"{'a': 0.6, 'e': 0.9779884000000001}",20,0,-126.30433972376801,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
665,False,"{'a': 0.6, 'e': 0.9779220000000001}",20,0,-132.3875608177447,"{0: 10, 1: 2, 2: 5, 3: 2, 4: 1}",0
666,False,"{'a': 0.6, 'e': 0.9778555000000001}",25,0,-74.26197461677461,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
667,False,"{'a': 0.6, 'e': 0.9777889000000001}",20,0,-122.22428359777841,"{0: 11, 1: 4, 2: 3, 3: 0, 4: 2}",0
668,False,"{'a': 0.6, 'e': 0.9777222000000001}",20,0,-79.68854696858907,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
669,False,"{'a': 0.6, 'e': 0.9776554000000001}",20,12,-26.80579562090881,"{0: 4, 1: 1, 2: 3, 3: 0, 4: 0}",1
670,False,"{'a': 0.6, 'e': 0.9775885000000001}",25,0,-62.59105029306107,"{0: 17, 1: 4, 2: 2, 3: 2, 4: 0}",0
671,False,"{'a': 0.6, 'e': 0.9775215}",30,0,-123.36062995149845,"{0: 20, 1: 2, 2: 6, 3: 0, 4: 2}",0
672,False,"{'a': 0.6, 'e': 0.9774544000000001}",25,0,-143.7354292979579,"{0: 14, 1: 2, 2: 5, 3: 3, 4: 1}",0
673,False,"{'a': 0.6, 'e': 0.9773872}",20,0,-80.28854772425721,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
674,False,"{'a': 0.6, 'e': 0.9773199}",25,17,-43.31985684343263,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 1}",1
675,False,"{'a': 0.6, 'e': 0.9772525}",25,2,-124.89244499218363,"{0: 14, 1: 1, 2: 4, 3: 3, 4: 1}",1
676,False,"{'a': 0.6, 'e': 0.977185}",20,1,-52.10317137810769,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 0}",1
677,False,"{'a': 0.6, 'e': 0.9771174}",20,0,-105.48356367007553,"{0: 13, 1: 1, 2: 2, 3: 3, 4: 1}",0
678,False,"{'a': 0.6, 'e': 0.9770497}",20,0,-172.12865378601663,"{0: 8, 1: 4, 2: 3, 3: 3, 4: 2}",0
679,False,"{'a': 0.6, 'e': 0.9769819000000001}",30,0,-175.311975115542,"{0: 17, 1: 3, 2: 6, 3: 2, 4: 2}",0
680,False,"{'a': 0.6, 'e': 0.9769140000000001}",20,0,-59.74865767248945,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
681,False,"{'a': 0.6, 'e': 0.9768460000000001}",25,0,-79.78055775532346,"{0: 19, 1: 0, 2: 4, 3: 1, 4: 1}",0
682,False,"{'a': 0.6, 'e': 0.9767779000000001}",20,2,-112.82068528780512,"{0: 9, 1: 5, 2: 2, 3: 0, 4: 2}",1
683,False,"{'a': 0.6, 'e': 0.9767097000000001}",30,0,-275.991594432785,"{0: 14, 1: 2, 2: 8, 3: 2, 4: 4}",0
684,False,"{'a': 0.6, 'e': 0.9766414000000001}",20,0,-169.2654794065447,"{0: 11, 1: 2, 2: 3, 3: 1, 4: 3}",0
685,False,"{'a': 0.6, 'e': 0.9765730000000001}",20,0,-53.70088224709104,"{0: 12, 1: 4, 2: 3, 3: 1, 4: 0}",0
686,False,"{'a': 0.6, 'e': 0.9765045000000001}",20,5,-37.884299625288506,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
687,False,"{'a': 0.6, 'e': 0.9764359000000001}",30,0,-151.4296912641196,"{0: 17, 1: 3, 2: 8, 3: 0, 4: 2}",0
688,False,"{'a': 0.6, 'e': 0.9763672000000001}",30,0,-163.3414360637825,"{0: 17, 1: 1, 2: 10, 3: 0, 4: 2}",0
689,False,"{'a': 0.6, 'e': 0.9762984000000001}",30,23,13.961045324255492,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
690,False,"{'a': 0.6, 'e': 0.9762295000000001}",25,11,-3.7814330373340375,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
691,False,"{'a': 0.6, 'e': 0.9761605000000001}",20,0,-165.50747237569954,"{0: 9, 1: 3, 2: 4, 3: 2, 4: 2}",0
692,False,"{'a': 0.6, 'e': 0.9760914}",30,20,13.182707232975785,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
693,False,"{'a': 0.6, 'e': 0.9760222000000001}",25,0,-95.96597176076557,"{0: 16, 1: 4, 2: 3, 3: 1, 4: 1}",0
694,False,"{'a': 0.6, 'e': 0.9759529}",25,0,-215.45947886728692,"{0: 11, 1: 2, 2: 8, 3: 1, 4: 3}",0
695,False,"{'a': 0.6, 'e': 0.9758835}",30,0,-145.690311436697,"{0: 19, 1: 2, 2: 6, 3: 1, 4: 2}",0
696,False,"{'a': 0.6, 'e': 0.9758140000000001}",25,0,-114.01721490285378,"{0: 15, 1: 2, 2: 6, 3: 1, 4: 1}",0
697,False,"{'a': 0.6, 'e': 0.9757444000000001}",20,0,-214.93757086691016,"{0: 7, 1: 3, 2: 5, 3: 2, 4: 3}",0
698,False,"{'a': 0.6, 'e': 0.9756747000000001}",20,3,-34.692376833931085,"{0: 11, 1: 4, 2: 1, 3: 1, 4: 0}",1
699,False,"{'a': 0.6, 'e': 0.9756049000000001}",30,0,-166.10364810115195,"{0: 20, 1: 3, 2: 3, 3: 1, 4: 3}",0
700,False,"{'a': 0.6, 'e': 0.9755350000000002}",25,8,-105.00730451382769,"{0: 11, 1: 0, 2: 2, 3: 3, 4: 1}",1
701,False,"{'a': 0.6, 'e': 0.9754650000000001}",30,0,-183.2042299105677,"{0: 16, 1: 2, 2: 9, 3: 1, 4: 2}",0
702,False,"{'a': 0.6, 'e': 0.9753949000000002}",20,13,-23.39072862634016,"{0: 4, 1: 2, 2: 0, 3: 1, 4: 0}",1
703,False,"{'a': 0.6, 'e': 0.9753247000000002}",25,0,-109.37567174102071,"{0: 14, 1: 3, 2: 7, 3: 0, 4: 1}",0
704,False,"{'a': 0.6, 'e': 0.9752544000000002}",20,0,-138.69053715524043,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
705,False,"{'a': 0.6, 'e': 0.9751840000000002}",20,0,-110.22020826699233,"{0: 11, 1: 5, 2: 2, 3: 0, 4: 2}",0
706,False,"{'a': 0.6, 'e': 0.9751135000000002}",25,0,-114.21416137748312,"{0: 16, 1: 2, 2: 4, 3: 2, 4: 1}",0
707,False,"{'a': 0.6, 'e': 0.9750429000000002}",30,0,-175.62693927195335,"{0: 18, 1: 3, 2: 6, 3: 0, 4: 3}",0
708,False,"{'a': 0.6, 'e': 0.9749722000000002}",20,0,-128.40205029741347,"{0: 9, 1: 4, 2: 4, 3: 2, 4: 1}",0
709,False,"{'a': 0.6, 'e': 0.9749014000000001}",20,0,-133.4833984060561,"{0: 10, 1: 1, 2: 6, 3: 2, 4: 1}",0
710,False,"{'a': 0.6, 'e': 0.9748305000000002}",25,0,-128.49571890445554,"{0: 16, 1: 3, 2: 3, 3: 1, 4: 2}",0
711,False,"{'a': 0.6, 'e': 0.9747595000000001}",20,0,-127.6112085062272,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
712,False,"{'a': 0.6, 'e': 0.9746884000000001}",30,0,-144.71975292875976,"{0: 15, 1: 6, 2: 7, 3: 1, 4: 1}",0
713,False,"{'a': 0.6, 'e': 0.9746172000000001}",25,0,-66.81924577274626,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
714,False,"{'a': 0.6, 'e': 0.9745459000000001}",30,2,-170.31743424574142,"{0: 15, 1: 4, 2: 5, 3: 2, 4: 2}",1
715,False,"{'a': 0.6, 'e': 0.9744745}",20,0,-138.2719292903174,"{0: 10, 1: 3, 2: 3, 3: 3, 4: 1}",0
716,False,"{'a': 0.6, 'e': 0.974403}",20,0,-105.36970288063819,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
717,False,"{'a': 0.6, 'e': 0.9743314000000001}",30,0,-311.15040307042125,"{0: 14, 1: 2, 2: 7, 3: 2, 4: 5}",0
718,False,"{'a': 0.6, 'e': 0.9742597000000001}",20,0,-164.2517570713226,"{0: 10, 1: 0, 2: 7, 3: 1, 4: 2}",0
719,False,"{'a': 0.6, 'e': 0.9741879000000001}",20,0,-63.06320743304868,"{0: 11, 1: 4, 2: 5, 3: 0, 4: 0}",0
720,False,"{'a': 0.6, 'e': 0.9741160000000001}",30,0,-272.1718364903653,"{0: 14, 1: 2, 2: 9, 3: 1, 4: 4}",0
721,False,"{'a': 0.6, 'e': 0.9740440000000001}",25,0,-138.72218456808804,"{0: 14, 1: 4, 2: 5, 3: 0, 4: 2}",0
722,False,"{'a': 0.6, 'e': 0.9739719000000001}",25,0,-128.79711056059662,"{0: 13, 1: 3, 2: 7, 3: 1, 4: 1}",0
723,False,"{'a': 0.6, 'e': 0.9738997000000001}",25,0,-224.3497570868999,"{0: 13, 1: 4, 2: 2, 3: 2, 4: 4}",0
724,False,"{'a': 0.6, 'e': 0.9738274000000001}",30,0,-249.41805705041185,"{0: 14, 1: 3, 2: 7, 3: 3, 4: 3}",0
725,False,"{'a': 0.6, 'e': 0.9737550000000001}",20,0,-203.72365770307624,"{0: 11, 1: 1, 2: 3, 3: 1, 4: 4}",0
726,False,"{'a': 0.6, 'e': 0.9736825000000001}",25,0,-156.73758198501756,"{0: 13, 1: 1, 2: 8, 3: 2, 4: 1}",0
727,False,"{'a': 0.6, 'e': 0.9736099000000001}",20,0,-68.1441284959703,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
728,False,"{'a': 0.6, 'e': 0.9735372000000001}",25,0,-97.85448879097937,"{0: 16, 1: 2, 2: 4, 3: 3, 4: 0}",0
729,False,"{'a': 0.6, 'e': 0.9734644000000001}",20,0,-70.52961285683658,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
730,False,"{'a': 0.6, 'e': 0.9733915000000001}",25,0,-117.72367379683453,"{0: 13, 1: 2, 2: 8, 3: 2, 4: 0}",0
731,False,"{'a': 0.6, 'e': 0.9733185000000001}",30,17,-29.575548677750774,"{0: 9, 1: 1, 2: 2, 3: 1, 4: 0}",1
732,False,"{'a': 0.6, 'e': 0.9732454}",20,0,-96.78247148949515,"{0: 13, 1: 2, 2: 2, 3: 2, 4: 1}",0
733,False,"{'a': 0.6, 'e': 0.9731722}",20,0,-76.03797572158929,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
734,False,"{'a': 0.6, 'e': 0.9730989}",25,14,-54.12386330599681,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 1}",1
735,False,"{'a': 0.6, 'e': 0.9730255}",25,0,-93.35308235039257,"{0: 14, 1: 4, 2: 5, 3: 2, 4: 0}",0
736,False,"{'a': 0.6, 'e': 0.972952}",25,4,-94.6169017900278,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 2}",1
737,False,"{'a': 0.6, 'e': 0.9728784}",20,0,-117.13053449840963,"{0: 10, 1: 6, 2: 2, 3: 0, 4: 2}",0
738,False,"{'a': 0.6, 'e': 0.9728047000000001}",20,0,-89.19089947945095,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
739,False,"{'a': 0.6, 'e': 0.9727309000000001}",20,0,-112.48558640113802,"{0: 11, 1: 3, 2: 3, 3: 2, 4: 1}",0
740,False,"{'a': 0.6, 'e': 0.9726570000000001}",25,0,-30.343185744798312,"{0: 19, 1: 4, 2: 1, 3: 1, 4: 0}",0
741,False,"{'a': 0.6, 'e': 0.9725830000000001}",30,0,-131.22168376798868,"{0: 16, 1: 5, 2: 7, 3: 1, 4: 1}",0
742,False,"{'a': 0.6, 'e': 0.9725089000000001}",25,0,-86.59927357758306,"{0: 16, 1: 2, 2: 5, 3: 2, 4: 0}",0
743,False,"{'a': 0.6, 'e': 0.9724347000000001}",30,0,-215.8398375498897,"{0: 17, 1: 3, 2: 4, 3: 3, 4: 3}",0
744,False,"{'a': 0.6, 'e': 0.9723604000000001}",30,0,-79.96814443023746,"{0: 21, 1: 3, 2: 5, 3: 0, 4: 1}",0
745,False,"{'a': 0.6, 'e': 0.9722860000000001}",20,11,-9.302527451540085,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
746,False,"{'a': 0.6, 'e': 0.9722115000000001}",20,0,-155.39047083296649,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 3}",0
747,False,"{'a': 0.6, 'e': 0.9721369000000001}",20,0,-46.063684002483164,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
748,False,"{'a': 0.6, 'e': 0.9720622000000001}",25,0,-104.00560402250358,"{0: 15, 1: 2, 2: 7, 3: 0, 4: 1}",0
749,False,"{'a': 0.6, 'e': 0.9719874000000001}",30,0,-109.84107204623085,"{0: 19, 1: 2, 2: 8, 3: 0, 4: 1}",0
750,False,"{'a': 0.6, 'e': 0.9719125000000001}",25,0,-52.03838184227185,"{0: 16, 1: 4, 2: 5, 3: 0, 4: 0}",0
751,False,"{'a': 0.6, 'e': 0.9718375}",20,0,-106.99568195563522,"{0: 11, 1: 1, 2: 7, 3: 0, 4: 1}",0
752,False,"{'a': 0.6, 'e': 0.9717624}",25,0,-115.5928388049829,"{0: 15, 1: 3, 2: 4, 3: 2, 4: 1}",0
753,False,"{'a': 0.6, 'e': 0.9716872}",35,0,-313.63989901293627,"{0: 15, 1: 4, 2: 9, 3: 3, 4: 4}",0
754,False,"{'a': 0.6, 'e': 0.9716119}",20,0,-83.93604133230887,"{0: 10, 1: 3, 2: 6, 3: 1, 4: 0}",0
755,False,"{'a': 0.6, 'e': 0.9715365}",20,0,-30.18698153424576,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
756,False,"{'a': 0.6, 'e': 0.971461}",25,0,-124.17647188108172,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 2}",0
757,False,"{'a': 0.6, 'e': 0.9713854000000001}",25,0,-82.30279385717523,"{0: 16, 1: 4, 2: 4, 3: 0, 4: 1}",0
758,False,"{'a': 0.6, 'e': 0.9713097}",25,0,-155.79283732815088,"{0: 9, 1: 5, 2: 10, 3: 0, 4: 1}",0
759,False,"{'a': 0.6, 'e': 0.9712339000000001}",30,0,-138.3979872373442,"{0: 20, 1: 2, 2: 5, 3: 1, 4: 2}",0
760,False,"{'a': 0.6, 'e': 0.9711580000000001}",20,0,-102.3155371064223,"{0: 8, 1: 4, 2: 7, 3: 1, 4: 0}",0
761,False,"{'a': 0.6, 'e': 0.9710820000000001}",25,0,-164.3897011701602,"{0: 13, 1: 3, 2: 5, 3: 2, 4: 2}",0
762,False,"{'a': 0.6, 'e': 0.9710059000000001}",35,0,-191.84218169133888,"{0: 19, 1: 5, 2: 7, 3: 2, 4: 2}",0
763,False,"{'a': 0.6, 'e': 0.9709297000000001}",20,0,-72.64411653218158,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
764,False,"{'a': 0.6, 'e': 0.9708534000000001}",25,3,-68.87279334019225,"{0: 15, 1: 2, 2: 4, 3: 0, 4: 1}",1
765,False,"{'a': 0.6, 'e': 0.9707770000000001}",20,0,-185.8171876673453,"{0: 7, 1: 2, 2: 8, 3: 1, 4: 2}",0
766,False,"{'a': 0.6, 'e': 0.9707005000000001}",20,0,-71.7798225614134,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",1
767,False,"{'a': 0.6, 'e': 0.9706239000000001}",20,0,-104.22810689403062,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
768,False,"{'a': 0.6, 'e': 0.9705472}",25,0,-189.80680750124927,"{0: 8, 1: 5, 2: 9, 3: 2, 4: 1}",0
769,False,"{'a': 0.6, 'e': 0.9704704000000001}",30,21,7.335178824031283,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
770,False,"{'a': 0.6, 'e': 0.9703935}",35,0,-158.23454227542214,"{0: 23, 1: 3, 2: 5, 3: 2, 4: 2}",0
771,False,"{'a': 0.6, 'e': 0.9703165}",20,0,-145.79438731636571,"{0: 10, 1: 3, 2: 4, 3: 1, 4: 2}",0
772,False,"{'a': 0.6, 'e': 0.9702394}",30,0,-145.91663892211562,"{0: 19, 1: 2, 2: 6, 3: 1, 4: 2}",0
773,False,"{'a': 0.6, 'e': 0.9701622}",20,0,-79.86027051117135,"{0: 14, 1: 3, 2: 0, 3: 2, 4: 1}",0
774,False,"{'a': 0.6, 'e': 0.9700849}",30,0,-195.1562354960037,"{0: 15, 1: 2, 2: 9, 3: 2, 4: 2}",0
775,False,"{'a': 0.6, 'e': 0.9700075}",20,0,-88.38464148365054,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
776,False,"{'a': 0.6, 'e': 0.9699300000000001}",20,0,-69.58498930463911,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
777,False,"{'a': 0.6, 'e': 0.9698524000000001}",20,12,-1.5564038650800576,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
778,False,"{'a': 0.6, 'e': 0.9697747000000001}",20,0,-63.859118280093135,"{0: 11, 1: 2, 2: 7, 3: 0, 4: 0}",0
779,False,"{'a': 0.6, 'e': 0.9696969000000001}",25,0,-163.3504763902197,"{0: 13, 1: 3, 2: 4, 3: 4, 4: 1}",0
780,False,"{'a': 0.6, 'e': 0.9696190000000001}",25,0,-154.61308133493463,"{0: 13, 1: 2, 2: 6, 3: 3, 4: 1}",0
781,False,"{'a': 0.6, 'e': 0.9695410000000001}",25,0,-155.58576063361116,"{0: 12, 1: 4, 2: 7, 3: 0, 4: 2}",0
782,False,"{'a': 0.6, 'e': 0.9694629000000001}",20,0,-195.7148764351704,"{0: 10, 1: 1, 2: 4, 3: 2, 4: 3}",0
783,False,"{'a': 0.6, 'e': 0.9693847000000001}",25,0,-127.50154702267272,"{0: 14, 1: 3, 2: 6, 3: 1, 4: 1}",0
784,False,"{'a': 0.6, 'e': 0.9693064000000001}",20,2,-29.962966251848492,"{0: 10, 1: 7, 2: 1, 3: 0, 4: 0}",1
785,False,"{'a': 0.6, 'e': 0.9692280000000001}",25,0,-56.45598937757748,"{0: 15, 1: 5, 2: 5, 3: 0, 4: 0}",0
786,False,"{'a': 0.6, 'e': 0.9691495000000001}",20,5,-28.999936840025025,"{0: 11, 1: 1, 2: 2, 3: 1, 4: 0}",1
787,False,"{'a': 0.6, 'e': 0.9690709000000001}",25,0,-165.30106579215789,"{0: 13, 1: 5, 2: 3, 3: 2, 4: 2}",0
788,False,"{'a': 0.6, 'e': 0.9689922000000001}",25,0,-99.38348698855677,"{0: 17, 1: 3, 2: 2, 3: 2, 4: 1}",0
789,False,"{'a': 0.6, 'e': 0.9689134}",20,0,-95.74284225090463,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
790,False,"{'a': 0.6, 'e': 0.9688345}",25,0,-203.58797352248033,"{0: 12, 1: 2, 2: 6, 3: 2, 4: 3}",0
791,False,"{'a': 0.6, 'e': 0.9687555}",20,0,-115.14018766722526,"{0: 8, 1: 5, 2: 6, 3: 0, 4: 1}",0
792,False,"{'a': 0.6, 'e': 0.9686764}",20,0,-119.7898402586779,"{0: 12, 1: 3, 2: 2, 3: 1, 4: 2}",0
793,False,"{'a': 0.6, 'e': 0.9685972}",20,0,-80.89470071346076,"{0: 10, 1: 4, 2: 5, 3: 1, 4: 0}",0
794,False,"{'a': 0.6, 'e': 0.9685179}",20,0,-70.80025538616034,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
795,False,"{'a': 0.6, 'e': 0.9684385000000001}",30,0,-49.93652110796629,"{0: 21, 1: 5, 2: 3, 3: 1, 4: 0}",0
796,False,"{'a': 0.6, 'e': 0.9683590000000001}",20,0,-110.07453725801608,"{0: 10, 1: 2, 2: 7, 3: 0, 4: 1}",0
797,False,"{'a': 0.6, 'e': 0.9682794000000001}",25,0,-161.1162847298377,"{0: 14, 1: 3, 2: 4, 3: 2, 4: 2}",0
798,False,"{'a': 0.6, 'e': 0.9681997000000001}",25,6,-127.40648071227149,"{0: 10, 1: 2, 2: 5, 3: 0, 4: 2}",1
799,False,"{'a': 0.6, 'e': 0.9681199000000001}",30,0,-176.41710684095062,"{0: 20, 1: 3, 2: 2, 3: 2, 4: 3}",0
800,False,"{'a': 0.6, 'e': 0.9680400000000001}",25,0,-152.57448792757154,"{0: 12, 1: 4, 2: 5, 3: 3, 4: 1}",0
801,False,"{'a': 0.6, 'e': 0.9679600000000002}",30,0,-99.50004147407206,"{0: 21, 1: 2, 2: 5, 3: 1, 4: 1}",0
802,False,"{'a': 0.6, 'e': 0.9678799000000001}",20,0,-232.2232673363364,"{0: 8, 1: 2, 2: 5, 3: 1, 4: 4}",0
803,False,"{'a': 0.6, 'e': 0.9677997000000002}",20,0,-82.60066412716232,"{0: 11, 1: 1, 2: 7, 3: 1, 4: 0}",0
804,False,"{'a': 0.6, 'e': 0.9677194000000001}",20,0,-50.02634834199766,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
805,False,"{'a': 0.6, 'e': 0.9676390000000001}",20,0,-22.666155016546213,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 0}",0
806,False,"{'a': 0.6, 'e': 0.9675585000000001}",20,0,-84.93948446822431,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
807,False,"{'a': 0.6, 'e': 0.9674779000000001}",25,0,-86.27725012768742,"{0: 15, 1: 0, 2: 9, 3: 1, 4: 0}",0
808,False,"{'a': 0.6, 'e': 0.9673972000000001}",25,0,-181.021057640843,"{0: 12, 1: 5, 2: 5, 3: 0, 4: 3}",0
809,False,"{'a': 0.6, 'e': 0.9673164000000001}",20,0,-86.14341700826877,"{0: 12, 1: 2, 2: 3, 3: 3, 4: 0}",0
810,False,"{'a': 0.6, 'e': 0.9672355}",25,0,-124.8301613634929,"{0: 14, 1: 4, 2: 4, 3: 2, 4: 1}",0
811,False,"{'a': 0.6, 'e': 0.9671545}",20,0,-79.14761444269946,"{0: 10, 1: 4, 2: 5, 3: 1, 4: 0}",0
812,False,"{'a': 0.6, 'e': 0.9670734000000001}",30,0,-160.74344881178394,"{0: 20, 1: 1, 2: 6, 3: 0, 4: 3}",0
813,False,"{'a': 0.6, 'e': 0.9669922000000001}",20,0,-93.81285724943734,"{0: 12, 1: 1, 2: 4, 3: 3, 4: 0}",0
814,False,"{'a': 0.6, 'e': 0.9669109000000001}",20,0,-186.53529855615142,"{0: 9, 1: 3, 2: 4, 3: 1, 4: 3}",0
815,False,"{'a': 0.6, 'e': 0.9668295000000001}",25,0,-182.28744019339644,"{0: 14, 1: 0, 2: 8, 3: 0, 4: 3}",0
816,False,"{'a': 0.6, 'e': 0.9667480000000002}",20,0,-113.79712542239864,"{0: 9, 1: 3, 2: 7, 3: 0, 4: 1}",0
817,False,"{'a': 0.6, 'e': 0.9666664000000001}",20,0,-166.59825446926553,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 4}",1
818,False,"{'a': 0.6, 'e': 0.9665847000000002}",25,0,-171.565046342353,"{0: 8, 1: 7, 2: 8, 3: 1, 4: 1}",0
819,False,"{'a': 0.6, 'e': 0.9665029000000002}",20,0,-90.11132238475908,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
820,False,"{'a': 0.6, 'e': 0.9664210000000002}",20,0,-48.61757313983399,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
821,False,"{'a': 0.6, 'e': 0.9663390000000002}",20,0,-54.09444012854921,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
822,False,"{'a': 0.6, 'e': 0.9662569000000002}",30,0,-89.77350725868085,"{0: 21, 1: 5, 2: 1, 3: 2, 4: 1}",0
823,False,"{'a': 0.6, 'e': 0.9661747000000002}",25,0,-138.9775509211805,"{0: 18, 1: 0, 2: 4, 3: 0, 4: 3}",0
824,False,"{'a': 0.6, 'e': 0.9660924000000002}",35,10,-58.962122513174826,"{0: 19, 1: 3, 2: 1, 3: 1, 4: 1}",1
825,False,"{'a': 0.6, 'e': 0.9660100000000001}",20,0,-149.32408772539583,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
826,False,"{'a': 0.6, 'e': 0.9659275000000002}",20,0,-152.7435912225463,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 4}",0
827,False,"{'a': 0.6, 'e': 0.9658449000000001}",30,0,-151.09613903319476,"{0: 19, 1: 4, 2: 4, 3: 0, 4: 3}",0
828,False,"{'a': 0.6, 'e': 0.9657622000000001}",30,0,-138.33417169927722,"{0: 21, 1: 5, 2: 1, 3: 0, 4: 3}",0
829,False,"{'a': 0.6, 'e': 0.9656794000000001}",25,14,-71.44828478707343,"{0: 6, 1: 1, 2: 3, 3: 0, 4: 1}",1
830,False,"{'a': 0.6, 'e': 0.9655965000000001}",30,0,-161.84932724408623,"{0: 18, 1: 2, 2: 7, 3: 1, 4: 2}",0
831,False,"{'a': 0.6, 'e': 0.9655135}",20,0,-126.38251257068931,"{0: 10, 1: 5, 2: 3, 3: 0, 4: 2}",0
832,False,"{'a': 0.6, 'e': 0.9654304}",25,0,-112.22425140704281,"{0: 13, 1: 6, 2: 4, 3: 1, 4: 1}",0
833,False,"{'a': 0.6, 'e': 0.9653472000000001}",30,0,-248.53355390286498,"{0: 14, 1: 4, 2: 8, 3: 0, 4: 4}",0
