trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.6, 'e': 1.0}",20,0,-93.45579604668201,"{0: 10, 1: 2, 2: 7, 3: 1, 4: 0}",0
2,False,"{'a': 0.6, 'e': 0.9999999}",20,0,-90.97762943759281,"{0: 14, 1: 0, 2: 3, 3: 2, 4: 1}",0
3,False,"{'a': 0.6, 'e': 0.9999997}",20,0,-233.00035628293568,"{0: 10, 1: 1, 2: 4, 3: 0, 4: 5}",0
4,False,"{'a': 0.6, 'e': 0.9999994000000001}",20,0,-140.97326581021775,"{0: 11, 1: 4, 2: 2, 3: 0, 4: 3}",0
5,False,"{'a': 0.6, 'e': 0.9999990000000001}",25,0,-235.52406499158707,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 6}",0
6,False,"{'a': 0.6, 'e': 0.9999985000000001}",20,10,-23.02442004581444,"{0: 6, 1: 2, 2: 2, 3: 0, 4: 0}",1
7,False,"{'a': 0.6, 'e': 0.9999979000000001}",20,0,-131.50337582643817,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 2}",0
8,False,"{'a': 0.6, 'e': 0.9999972000000001}",20,0,-101.15034474650292,"{0: 12, 1: 3, 2: 2, 3: 2, 4: 1}",0
9,False,"{'a': 0.6, 'e': 0.9999964000000001}",25,0,-156.76182037205083,"{0: 10, 1: 6, 2: 6, 3: 2, 4: 1}",0
10,False,"{'a': 0.6, 'e': 0.9999955000000001}",30,0,-146.56447213897602,"{0: 18, 1: 3, 2: 7, 3: 0, 4: 2}",0
11,False,"{'a': 0.6, 'e': 0.9999945000000001}",25,0,-181.55587552179108,"{0: 10, 1: 4, 2: 9, 3: 0, 4: 2}",0
12,False,"{'a': 0.6, 'e': 0.9999934000000001}",35,0,-222.1956106122937,"{0: 19, 1: 4, 2: 8, 3: 1, 4: 3}",0
13,False,"{'a': 0.6, 'e': 0.9999922000000001}",25,0,-225.62566767610372,"{0: 14, 1: 0, 2: 6, 3: 1, 4: 4}",0
14,False,"{'a': 0.6, 'e': 0.9999909000000001}",20,0,-79.119804233597,"{0: 10, 1: 4, 2: 5, 3: 1, 4: 0}",0
15,False,"{'a': 0.6, 'e': 0.9999895000000001}",25,0,-68.37129900411574,"{0: 21, 1: 2, 2: 0, 3: 0, 4: 2}",0
16,False,"{'a': 0.6, 'e': 0.9999880000000001}",30,0,-177.57591726591374,"{0: 18, 1: 2, 2: 6, 3: 2, 4: 2}",0
17,False,"{'a': 0.6, 'e': 0.9999864}",25,0,-76.50957165222187,"{0: 15, 1: 3, 2: 6, 3: 1, 4: 0}",0
18,False,"{'a': 0.6, 'e': 0.9999847000000001}",20,0,-152.93371308188853,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 3}",0
19,False,"{'a': 0.6, 'e': 0.9999829}",25,0,-107.07548686993917,"{0: 14, 1: 3, 2: 7, 3: 0, 4: 1}",0
20,False,"{'a': 0.6, 'e': 0.999981}",20,0,-81.97021645475228,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
21,False,"{'a': 0.6, 'e': 0.9999790000000001}",20,0,-38.2762596479296,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
22,False,"{'a': 0.6, 'e': 0.9999769000000001}",20,0,-60.464547189613484,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
23,False,"{'a': 0.6, 'e': 0.9999747000000001}",20,0,-148.36695386965945,"{0: 8, 1: 4, 2: 6, 3: 0, 4: 2}",0
24,False,"{'a': 0.6, 'e': 0.9999724000000001}",25,0,-83.01279070056844,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
25,False,"{'a': 0.6, 'e': 0.9999700000000001}",20,0,-20.42054546743666,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
26,False,"{'a': 0.6, 'e': 0.9999675000000001}",25,6,-77.82797287052587,"{0: 10, 1: 3, 2: 4, 3: 2, 4: 0}",1
27,False,"{'a': 0.6, 'e': 0.9999649000000002}",20,0,-135.02512748282572,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",1
28,False,"{'a': 0.6, 'e': 0.9999622000000001}",20,0,-92.08126549024489,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
29,False,"{'a': 0.6, 'e': 0.9999594000000002}",20,0,-135.74606798639036,"{0: 10, 1: 6, 2: 1, 3: 1, 4: 2}",0
30,False,"{'a': 0.6, 'e': 0.9999565000000001}",20,0,-94.38069762907512,"{0: 10, 1: 3, 2: 5, 3: 2, 4: 0}",0
31,False,"{'a': 0.6, 'e': 0.9999535000000002}",25,0,-165.1311383518339,"{0: 15, 1: 2, 2: 5, 3: 0, 4: 3}",0
32,False,"{'a': 0.6, 'e': 0.9999504000000001}",30,0,-180.57195307404723,"{0: 17, 1: 5, 2: 5, 3: 0, 4: 3}",0
33,False,"{'a': 0.6, 'e': 0.9999472000000001}",25,0,-131.2007103420175,"{0: 15, 1: 4, 2: 3, 3: 1, 4: 2}",0
34,False,"{'a': 0.6, 'e': 0.9999439000000001}",30,0,-207.78811987455396,"{0: 17, 1: 3, 2: 5, 3: 2, 4: 3}",0
35,False,"{'a': 0.6, 'e': 0.9999405000000001}",25,0,-100.44550394839435,"{0: 15, 1: 4, 2: 4, 3: 1, 4: 1}",0
36,False,"{'a': 0.6, 'e': 0.9999370000000001}",25,0,-123.88741115112262,"{0: 13, 1: 6, 2: 3, 3: 2, 4: 1}",0
37,False,"{'a': 0.6, 'e': 0.9999334000000001}",25,0,-162.8518737749511,"{0: 14, 1: 2, 2: 5, 3: 2, 4: 2}",0
38,False,"{'a': 0.6, 'e': 0.9999297}",25,0,-222.8401035155548,"{0: 14, 1: 3, 2: 2, 3: 2, 4: 4}",0
39,False,"{'a': 0.6, 'e': 0.9999259}",25,0,-146.2526742659799,"{0: 13, 1: 3, 2: 5, 3: 3, 4: 1}",0
40,False,"{'a': 0.6, 'e': 0.9999220000000001}",20,16,6.743578210295935,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
41,False,"{'a': 0.6, 'e': 0.9999180000000001}",30,0,-212.7206141298318,"{0: 15, 1: 2, 2: 10, 3: 0, 4: 3}",0
42,False,"{'a': 0.6, 'e': 0.9999139000000001}",20,0,-105.87253731468819,"{0: 8, 1: 5, 2: 5, 3: 2, 4: 0}",0
43,False,"{'a': 0.6, 'e': 0.9999097000000001}",20,0,-69.38246054387355,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
44,False,"{'a': 0.6, 'e': 0.9999054000000002}",20,0,-121.0964842481655,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
45,False,"{'a': 0.6, 'e': 0.9999010000000002}",20,0,-87.70618501686343,"{0: 12, 1: 4, 2: 2, 3: 1, 4: 1}",0
46,False,"{'a': 0.6, 'e': 0.9998965000000002}",25,0,-102.19125129640241,"{0: 15, 1: 2, 2: 7, 3: 0, 4: 1}",0
47,False,"{'a': 0.6, 'e': 0.9998919000000002}",20,0,-156.82365297768652,"{0: 8, 1: 3, 2: 5, 3: 3, 4: 1}",0
48,False,"{'a': 0.6, 'e': 0.9998872000000002}",25,0,-183.44719901432012,"{0: 12, 1: 2, 2: 7, 3: 2, 4: 2}",0
49,False,"{'a': 0.6, 'e': 0.9998824000000002}",25,0,-216.10524214415875,"{0: 12, 1: 4, 2: 5, 3: 0, 4: 4}",0
50,False,"{'a': 0.6, 'e': 0.9998775000000002}",25,0,-132.81870323912722,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 2}",0
51,False,"{'a': 0.6, 'e': 0.9998725000000002}",35,0,-152.14856870439047,"{0: 20, 1: 5, 2: 8, 3: 1, 4: 1}",0
52,False,"{'a': 0.6, 'e': 0.9998674000000002}",20,0,-91.33284067495185,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
53,False,"{'a': 0.6, 'e': 0.9998622000000001}",20,0,-104.46065475664078,"{0: 10, 1: 3, 2: 4, 3: 3, 4: 0}",0
54,False,"{'a': 0.6, 'e': 0.9998569000000002}",20,11,-32.742596709926396,"{0: 5, 1: 1, 2: 2, 3: 1, 4: 0}",1
55,False,"{'a': 0.6, 'e': 0.9998515000000001}",25,0,-203.5676227376334,"{0: 10, 1: 7, 2: 4, 3: 1, 4: 3}",0
56,False,"{'a': 0.6, 'e': 0.9998460000000001}",20,0,-84.31593326779665,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
57,False,"{'a': 0.6, 'e': 0.9998404000000001}",20,0,-89.32043535845972,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
58,False,"{'a': 0.6, 'e': 0.9998347000000001}",20,0,-111.2162262581897,"{0: 12, 1: 3, 2: 1, 3: 3, 4: 1}",0
59,False,"{'a': 0.6, 'e': 0.9998289000000001}",30,0,-260.72708083549827,"{0: 14, 1: 3, 2: 8, 3: 1, 4: 4}",0
60,False,"{'a': 0.6, 'e': 0.9998230000000001}",20,0,-224.10722189127316,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 5}",0
61,False,"{'a': 0.6, 'e': 0.9998170000000002}",35,0,-209.48137595159776,"{0: 19, 1: 7, 2: 3, 3: 4, 4: 2}",0
62,False,"{'a': 0.6, 'e': 0.9998109000000002}",30,0,-184.1227385671647,"{0: 13, 1: 5, 2: 8, 3: 3, 4: 1}",0
63,False,"{'a': 0.6, 'e': 0.9998047000000002}",30,0,-122.15108520922506,"{0: 15, 1: 8, 2: 6, 3: 0, 4: 1}",0
64,False,"{'a': 0.6, 'e': 0.9997984000000002}",25,0,-154.8522177889264,"{0: 13, 1: 3, 2: 7, 3: 0, 4: 2}",0
65,False,"{'a': 0.6, 'e': 0.9997920000000002}",20,15,0.9818695725358566,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
66,False,"{'a': 0.6, 'e': 0.9997855000000002}",25,1,-96.30424562239074,"{0: 14, 1: 3, 2: 6, 3: 0, 4: 1}",1
67,False,"{'a': 0.6, 'e': 0.9997789000000002}",35,0,-283.3241227244439,"{0: 18, 1: 5, 2: 6, 3: 1, 4: 5}",0
68,False,"{'a': 0.6, 'e': 0.9997722000000002}",20,14,-3.1293349547204374,"{0: 4, 1: 2, 2: 0, 3: 0, 4: 0}",1
69,False,"{'a': 0.6, 'e': 0.9997654000000002}",20,0,-122.33313496408414,"{0: 11, 1: 1, 2: 5, 3: 2, 4: 1}",0
70,False,"{'a': 0.6, 'e': 0.9997585000000002}",30,0,-126.56286695292889,"{0: 20, 1: 2, 2: 4, 3: 3, 4: 1}",0
71,False,"{'a': 0.6, 'e': 0.9997515000000002}",25,0,-116.78743418696116,"{0: 16, 1: 1, 2: 5, 3: 2, 4: 1}",0
72,False,"{'a': 0.6, 'e': 0.9997444000000002}",30,0,-81.58604972780154,"{0: 20, 1: 4, 2: 5, 3: 0, 4: 1}",0
73,False,"{'a': 0.6, 'e': 0.9997372000000002}",35,0,-179.042944191073,"{0: 21, 1: 4, 2: 5, 3: 3, 4: 2}",0
74,False,"{'a': 0.6, 'e': 0.9997299000000002}",20,12,-63.859676124888956,"{0: 4, 1: 0, 2: 3, 3: 0, 4: 1}",1
75,False,"{'a': 0.6, 'e': 0.9997225000000002}",25,0,-104.56193078345987,"{0: 16, 1: 3, 2: 3, 3: 2, 4: 1}",0
76,False,"{'a': 0.6, 'e': 0.9997150000000001}",20,0,-114.34172685025764,"{0: 11, 1: 4, 2: 3, 3: 0, 4: 2}",0
77,False,"{'a': 0.6, 'e': 0.9997074000000001}",35,23,-34.38682937768728,"{0: 7, 1: 3, 2: 1, 3: 1, 4: 0}",1
78,False,"{'a': 0.6, 'e': 0.9996997000000001}",20,0,-183.92527459039547,"{0: 11, 1: 1, 2: 3, 3: 2, 4: 3}",0
79,False,"{'a': 0.6, 'e': 0.9996919000000001}",25,0,-137.17365725992312,"{0: 16, 1: 2, 2: 3, 3: 2, 4: 2}",0
80,False,"{'a': 0.6, 'e': 0.9996840000000001}",30,0,-94.81541624913899,"{0: 16, 1: 5, 2: 9, 3: 0, 4: 0}",0
81,False,"{'a': 0.6, 'e': 0.9996760000000001}",20,0,-144.17033558356167,"{0: 11, 1: 0, 2: 6, 3: 1, 4: 2}",0
82,False,"{'a': 0.6, 'e': 0.9996679000000002}",25,0,-134.53466997501067,"{0: 12, 1: 5, 2: 6, 3: 1, 4: 1}",0
83,False,"{'a': 0.6, 'e': 0.9996597000000002}",20,0,-89.2573248178086,"{0: 13, 1: 2, 2: 2, 3: 2, 4: 1}",0
84,False,"{'a': 0.6, 'e': 0.9996514000000002}",20,0,-51.70042953361981,"{0: 14, 1: 2, 2: 2, 3: 2, 4: 0}",0
85,False,"{'a': 0.6, 'e': 0.9996430000000002}",20,0,-76.21925578667386,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
86,False,"{'a': 0.6, 'e': 0.9996345000000002}",30,0,-108.20626505389322,"{0: 22, 1: 2, 2: 4, 3: 0, 4: 2}",0
87,False,"{'a': 0.6, 'e': 0.9996259000000002}",35,0,-230.98783702767273,"{0: 20, 1: 1, 2: 9, 3: 2, 4: 3}",0
88,False,"{'a': 0.6, 'e': 0.9996172000000002}",20,0,-135.72266132287817,"{0: 7, 1: 4, 2: 8, 3: 0, 4: 1}",0
89,False,"{'a': 0.6, 'e': 0.9996084000000002}",25,0,-145.07432812958643,"{0: 12, 1: 6, 2: 5, 3: 0, 4: 2}",0
90,False,"{'a': 0.6, 'e': 0.9995995000000002}",20,0,-188.24439018304486,"{0: 11, 1: 1, 2: 4, 3: 0, 4: 4}",0
91,False,"{'a': 0.6, 'e': 0.9995905000000002}",30,0,-108.15192496035056,"{0: 17, 1: 6, 2: 6, 3: 0, 4: 1}",0
92,False,"{'a': 0.6, 'e': 0.9995814000000002}",25,0,-105.39430690200639,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
93,False,"{'a': 0.6, 'e': 0.9995722000000001}",20,0,-70.93037987870625,"{0: 11, 1: 4, 2: 4, 3: 1, 4: 0}",0
94,False,"{'a': 0.6, 'e': 0.9995629000000001}",20,0,-96.49934040809838,"{0: 13, 1: 3, 2: 1, 3: 2, 4: 1}",0
95,False,"{'a': 0.6, 'e': 0.9995535000000001}",30,0,-122.22518034874574,"{0: 18, 1: 4, 2: 6, 3: 1, 4: 1}",0
96,False,"{'a': 0.6, 'e': 0.9995440000000001}",20,0,-122.89518152971695,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
97,False,"{'a': 0.6, 'e': 0.9995344}",20,0,-45.656416858471864,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
98,False,"{'a': 0.6, 'e': 0.9995247}",25,0,-216.97518022262776,"{0: 11, 1: 2, 2: 8, 3: 1, 4: 3}",0
99,False,"{'a': 0.6, 'e': 0.9995149000000001}",30,0,-125.87899478375171,"{0: 20, 1: 2, 2: 4, 3: 3, 4: 1}",0
100,False,"{'a': 0.6, 'e': 0.9995050000000001}",35,0,-225.4767241686116,"{0: 20, 1: 2, 2: 8, 3: 2, 4: 3}",0
101,False,"{'a': 0.6, 'e': 0.9994950000000001}",25,0,-126.3803429009541,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
102,False,"{'a': 0.6, 'e': 0.9994849000000001}",35,0,-111.70773421136738,"{0: 23, 1: 5, 2: 5, 3: 1, 4: 1}",0
103,False,"{'a': 0.6, 'e': 0.9994747000000002}",20,0,-123.2796816785687,"{0: 13, 1: 1, 2: 1, 3: 4, 4: 1}",0
104,False,"{'a': 0.6, 'e': 0.9994644000000001}",30,9,-147.15560632732914,"{0: 10, 1: 4, 2: 4, 3: 1, 4: 2}",1
105,False,"{'a': 0.6, 'e': 0.9994540000000002}",20,0,-89.37134589288026,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
106,False,"{'a': 0.6, 'e': 0.9994435000000002}",30,0,-259.1242092961249,"{0: 15, 1: 4, 2: 6, 3: 0, 4: 5}",0
107,False,"{'a': 0.6, 'e': 0.9994329000000002}",30,0,-101.13727003904808,"{0: 18, 1: 5, 2: 6, 3: 0, 4: 1}",0
108,False,"{'a': 0.6, 'e': 0.9994222000000001}",35,17,-49.00845547089108,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 0}",1
109,False,"{'a': 0.6, 'e': 0.9994114000000002}",25,0,-184.43693376295596,"{0: 14, 1: 1, 2: 5, 3: 3, 4: 2}",0
110,False,"{'a': 0.6, 'e': 0.9994005000000001}",25,0,-158.16015757016,"{0: 15, 1: 4, 2: 3, 3: 0, 4: 3}",0
111,False,"{'a': 0.6, 'e': 0.9993895000000002}",20,0,-83.20226452942512,"{0: 10, 1: 3, 2: 6, 3: 1, 4: 0}",0
112,False,"{'a': 0.6, 'e': 0.9993784000000001}",30,0,-104.14445492864672,"{0: 21, 1: 0, 2: 7, 3: 1, 4: 1}",0
113,False,"{'a': 0.6, 'e': 0.9993672000000001}",20,0,-153.93947629792524,"{0: 13, 1: 2, 2: 0, 3: 2, 4: 3}",0
114,False,"{'a': 0.6, 'e': 0.9993559000000001}",25,0,-221.55385060002683,"{0: 10, 1: 5, 2: 6, 3: 1, 4: 3}",0
115,False,"{'a': 0.6, 'e': 0.9993445000000001}",25,0,-116.75095512127461,"{0: 13, 1: 4, 2: 7, 3: 0, 4: 1}",0
116,False,"{'a': 0.6, 'e': 0.999333}",25,0,-246.71860234859295,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 5}",0
117,False,"{'a': 0.6, 'e': 0.9993214}",20,0,-131.6415966784503,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 2}",0
118,False,"{'a': 0.6, 'e': 0.9993097000000001}",20,0,-0.9396653176043515,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
119,False,"{'a': 0.6, 'e': 0.9992979000000001}",30,0,-128.88442406122473,"{0: 18, 1: 4, 2: 5, 3: 2, 4: 1}",0
120,False,"{'a': 0.6, 'e': 0.9992860000000001}",25,0,-108.51615926847852,"{0: 14, 1: 5, 2: 4, 3: 1, 4: 1}",0
121,False,"{'a': 0.6, 'e': 0.9992740000000001}",20,0,-224.92410441562015,"{0: 9, 1: 1, 2: 5, 3: 1, 4: 4}",0
122,False,"{'a': 0.6, 'e': 0.9992619000000001}",20,0,-32.26565303311961,"{0: 14, 1: 5, 2: 0, 3: 1, 4: 0}",0
123,False,"{'a': 0.6, 'e': 0.9992497000000001}",20,0,-122.24556931608751,"{0: 11, 1: 4, 2: 2, 3: 1, 4: 2}",0
124,False,"{'a': 0.6, 'e': 0.9992374000000002}",20,0,-117.24984274386637,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
125,False,"{'a': 0.6, 'e': 0.9992250000000001}",20,0,-64.06702444602814,"{0: 14, 1: 2, 2: 1, 3: 3, 4: 0}",0
126,False,"{'a': 0.6, 'e': 0.9992125000000002}",20,0,-135.81200941575395,"{0: 9, 1: 3, 2: 5, 3: 2, 4: 1}",0
127,False,"{'a': 0.6, 'e': 0.9991999000000001}",30,0,-172.99723077586262,"{0: 18, 1: 3, 2: 4, 3: 3, 4: 2}",0
128,False,"{'a': 0.6, 'e': 0.9991872000000002}",25,0,-114.01153922663138,"{0: 16, 1: 3, 2: 3, 3: 2, 4: 1}",0
129,False,"{'a': 0.6, 'e': 0.9991744000000001}",20,0,-145.8885480063814,"{0: 12, 1: 0, 2: 4, 3: 2, 4: 2}",0
130,False,"{'a': 0.6, 'e': 0.9991615000000001}",20,0,-62.834987312830364,"{0: 11, 1: 3, 2: 6, 3: 0, 4: 0}",0
131,False,"{'a': 0.6, 'e': 0.9991485000000001}",30,24,8.373149171783622,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
132,False,"{'a': 0.6, 'e': 0.9991354000000001}",20,0,-145.76286306854806,"{0: 9, 1: 3, 2: 4, 3: 3, 4: 1}",0
133,False,"{'a': 0.6, 'e': 0.9991222000000001}",20,0,-71.74986709323282,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
134,False,"{'a': 0.6, 'e': 0.9991089000000001}",25,0,-180.770437955696,"{0: 14, 1: 1, 2: 7, 3: 0, 4: 3}",0
135,False,"{'a': 0.6, 'e': 0.9990955}",30,0,-79.18221251315786,"{0: 19, 1: 4, 2: 6, 3: 1, 4: 0}",0
136,False,"{'a': 0.6, 'e': 0.999082}",20,0,-162.70644197513928,"{0: 10, 1: 3, 2: 4, 3: 0, 4: 3}",0
137,False,"{'a': 0.6, 'e': 0.9990684000000001}",35,0,-218.97287523036883,"{0: 16, 1: 7, 2: 8, 3: 2, 4: 2}",0
138,False,"{'a': 0.6, 'e': 0.9990547000000001}",25,0,-154.286398769692,"{0: 11, 1: 8, 2: 4, 3: 0, 4: 2}",0
139,False,"{'a': 0.6, 'e': 0.9990409000000001}",20,0,-114.6054708672719,"{0: 11, 1: 5, 2: 2, 3: 0, 4: 2}",0
140,False,"{'a': 0.6, 'e': 0.9990270000000001}",20,0,-60.188280758556616,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
141,False,"{'a': 0.6, 'e': 0.9990130000000002}",30,0,-164.66871737363897,"{0: 18, 1: 3, 2: 5, 3: 2, 4: 2}",0
142,False,"{'a': 0.6, 'e': 0.9989989000000001}",20,0,-104.17637283596153,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
143,False,"{'a': 0.6, 'e': 0.9989847000000002}",20,0,-76.21102356304459,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
144,False,"{'a': 0.6, 'e': 0.9989704000000001}",25,0,-116.54840222768587,"{0: 16, 1: 1, 2: 5, 3: 2, 4: 1}",0
145,False,"{'a': 0.6, 'e': 0.9989560000000002}",20,0,-144.73588873674262,"{0: 10, 1: 3, 2: 4, 3: 1, 4: 2}",0
146,False,"{'a': 0.6, 'e': 0.9989415000000001}",20,12,-6.1628538200944805,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
147,False,"{'a': 0.6, 'e': 0.9989269000000002}",30,0,-116.14081909130225,"{0: 19, 1: 3, 2: 5, 3: 2, 4: 1}",0
148,False,"{'a': 0.6, 'e': 0.9989122000000001}",20,0,-116.29514796013386,"{0: 11, 1: 2, 2: 4, 3: 2, 4: 1}",0
149,False,"{'a': 0.6, 'e': 0.9988974000000002}",30,0,-116.23964536691336,"{0: 21, 1: 3, 2: 4, 3: 0, 4: 2}",0
150,False,"{'a': 0.6, 'e': 0.9988825000000001}",25,0,-110.06782007682067,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
151,False,"{'a': 0.6, 'e': 0.9988675000000001}",25,0,-121.81644393811614,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
152,False,"{'a': 0.6, 'e': 0.9988524000000001}",30,8,-146.69222205409375,"{0: 11, 1: 1, 2: 6, 3: 3, 4: 1}",1
153,False,"{'a': 0.6, 'e': 0.9988372000000001}",30,0,-254.8276087502282,"{0: 14, 1: 2, 2: 10, 3: 0, 4: 4}",0
154,False,"{'a': 0.6, 'e': 0.9988219}",25,0,-96.58788027638792,"{0: 14, 1: 5, 2: 5, 3: 0, 4: 1}",0
155,False,"{'a': 0.6, 'e': 0.9988065}",25,0,-117.73546855910851,"{0: 14, 1: 3, 2: 6, 3: 1, 4: 1}",0
156,False,"{'a': 0.6, 'e': 0.9987910000000001}",25,0,-162.96002286342753,"{0: 14, 1: 3, 2: 5, 3: 0, 4: 3}",0
157,False,"{'a': 0.6, 'e': 0.9987754000000001}",25,0,-69.08298769059068,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
158,False,"{'a': 0.6, 'e': 0.9987597000000001}",35,0,-201.97830766078474,"{0: 18, 1: 5, 2: 6, 3: 5, 4: 1}",0
159,False,"{'a': 0.6, 'e': 0.9987439000000001}",25,0,-192.85194507952596,"{0: 14, 1: 3, 2: 4, 3: 0, 4: 4}",0
160,False,"{'a': 0.6, 'e': 0.9987280000000002}",25,0,-121.36439673007632,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
161,False,"{'a': 0.6, 'e': 0.9987120000000002}",20,0,-30.201708289666513,"{0: 11, 1: 8, 2: 1, 3: 0, 4: 0}",0
162,False,"{'a': 0.6, 'e': 0.9986959000000002}",25,0,-78.94037127152068,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
163,False,"{'a': 0.6, 'e': 0.9986797000000002}",20,0,-180.37535687984,"{0: 10, 1: 2, 2: 4, 3: 1, 4: 3}",0
164,False,"{'a': 0.6, 'e': 0.9986634000000002}",35,0,-121.56015778642897,"{0: 24, 1: 2, 2: 6, 3: 2, 4: 1}",0
165,False,"{'a': 0.6, 'e': 0.9986470000000002}",20,0,-119.05618630481914,"{0: 10, 1: 1, 2: 6, 3: 3, 4: 0}",0
166,False,"{'a': 0.6, 'e': 0.9986305000000002}",20,0,-69.57749072506984,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
167,False,"{'a': 0.6, 'e': 0.9986139000000002}",20,0,-94.48440107407106,"{0: 10, 1: 4, 2: 5, 3: 0, 4: 1}",0
168,False,"{'a': 0.6, 'e': 0.9985972000000002}",20,0,-66.73257031596451,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
169,False,"{'a': 0.6, 'e': 0.9985804000000001}",20,0,-124.36194545587482,"{0: 8, 1: 6, 2: 4, 3: 1, 4: 1}",0
170,False,"{'a': 0.6, 'e': 0.9985635000000002}",30,0,-107.82340658178529,"{0: 18, 1: 4, 2: 7, 3: 0, 4: 1}",0
171,False,"{'a': 0.6, 'e': 0.9985465000000001}",20,0,-153.2367646000815,"{0: 9, 1: 2, 2: 7, 3: 0, 4: 2}",0
172,False,"{'a': 0.6, 'e': 0.9985294000000001}",35,0,-208.13226427101057,"{0: 18, 1: 7, 2: 7, 3: 0, 4: 3}",0
173,False,"{'a': 0.6, 'e': 0.9985122000000001}",20,0,-81.36225263017536,"{0: 12, 1: 3, 2: 2, 3: 3, 4: 0}",0
174,False,"{'a': 0.6, 'e': 0.9984949000000001}",30,0,-225.46869093577052,"{0: 17, 1: 1, 2: 8, 3: 0, 4: 4}",0
175,False,"{'a': 0.6, 'e': 0.9984775000000001}",25,0,-144.43544762179388,"{0: 12, 1: 3, 2: 8, 3: 1, 4: 1}",0
176,False,"{'a': 0.6, 'e': 0.9984600000000001}",25,0,-168.50812206793157,"{0: 12, 1: 4, 2: 6, 3: 1, 4: 2}",0
177,False,"{'a': 0.6, 'e': 0.9984424000000002}",20,0,-69.67346326283806,"{0: 11, 1: 1, 2: 8, 3: 0, 4: 0}",0
178,False,"{'a': 0.6, 'e': 0.9984247000000002}",20,6,-67.8946508505393,"{0: 9, 1: 2, 2: 1, 3: 1, 4: 1}",1
179,False,"{'a': 0.6, 'e': 0.9984069000000002}",25,0,-83.7861328941338,"{0: 14, 1: 2, 2: 9, 3: 0, 4: 0}",0
180,False,"{'a': 0.6, 'e': 0.9983890000000002}",20,0,-104.79796167438248,"{0: 10, 1: 1, 2: 7, 3: 2, 4: 0}",0
181,False,"{'a': 0.6, 'e': 0.9983710000000002}",20,0,-121.46027239206221,"{0: 10, 1: 2, 2: 6, 3: 1, 4: 1}",0
182,False,"{'a': 0.6, 'e': 0.9983529000000002}",35,0,-171.07330513519062,"{0: 22, 1: 3, 2: 6, 3: 2, 4: 2}",0
183,False,"{'a': 0.6, 'e': 0.9983347000000002}",30,0,-206.5177502391311,"{0: 18, 1: 2, 2: 6, 3: 0, 4: 4}",0
184,False,"{'a': 0.6, 'e': 0.9983164000000002}",25,0,-40.97479461909272,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
